,input,answer,predict
1124,えー三年半の任期を終えて,"['ああ', 'あははは']",ああ
1125,えー三年半の任期を終えて無事に帰国,"['あー帰ってらっしゃるんですね', 'はー', 'あー', 'あ', 'えっはー', 'ああ', 'あ']",あー
1126,えー両親ともおー教員で,"['あっへー両親が教員', 'はいあそうなんですね', '両親ご両親とも']",あーそうなんですね
1127,えー主将に,['キャプテンねー'],ねー
1128,えー主将になれたんだと思うんですけども,"['わー凄いですね', 'あーははっ', 'いえいえいえ', 'あ主将凄いですね', 'はいんー', 'へー凄いです主将', 'あやっ', '凄いうん']",あははははっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっ
1129,えー久方ぶりの男の子が産まれ,"['わーほんと待望の', 'はー嬉しいですねーはい', 'あ', 'あーそれはほんといい', 'あーはいはい', 'はーそーだ']",はーそーですねー
1130,えー乗る,"['そうなんですね', 'そうなんですか', 'はっは']",そうなんですね
1131,えー乗ることができません,"['そうなんですね', '三回もはい', 'あ不便ですね', '結構遠いうーん']",そうなんですね
1132,えー二位を,['どうだったんですか'],へえ
1133,えー二位をキープしてたと,"['ああ', 'あー凄い', 'ああ', 'あ', 'へえ']",へえ
1134,えー二部に,['へー二部'],二十二インチで
1135,えー二部戦でえー久々にいー,"['あっおっ', 'ほう']",あっ
1136,えー互いに何か理解しあえるところ例え,['だいじですよねー'],ああ
1137,えー交際するに,['そうなんですか'],そうなんですか
1138,えー京王線も使ったし都営大江戸線も使って,['あ'],あ
1139,えー京王線も使ったし都営大江戸線も使ってしかも乗り換えてということで,"['やー', 'はあ', 'ちょっとした旅行ですね', 'そうですね']",あ
1140,えー人の,"['へえ', 'えー']",へえ
1141,えー人のさまのものを,['ほお'],へえ
1142,えー今,['えー'],そうですか
1143,えー今から,['へえ'],いいですね
1144,えー今から六十年ぐらい前で,"['凄い', 'うわー']",二十五十年
1145,えー今から六十年ぐらい前で油絵,"['えー', 'へー', 'へえ']",凄いですね
1146,えー今から六十年ぐらい前で油絵習ってたっていうのは,"['はいそーです', '凄いですね', '凄いです', '凄いモダンだわ', '凄い珍しいです', 'なかなかないですよね']",凄いですね
1147,えー今から六十年ぐらい前で油絵習ってたっていうのはみんな,"['凄い', 'な']",凄いですね
1148,えー今から六十年ぐらい前で油絵習ってたっていうのはみんなびっくりされるんですけども,"['そうですね', '珍しいと思いますはい', 'んーそうですねーええええ', 'すごおぼっちゃまですよね', 'そうですよねはい', 'うふふふ']",そうですよね
1149,えー今でも実はあのー家を見て回ったりとかですね,"['ああ', 'あはい', 'あ今でもーええええ', 'あっそーですかー', 'あへー']",ああ
1150,えー今まで,['ほんと'],ほんとですね
1151,えー今まで経験してなかったことこれあの仕事の面でもそれから人の面でも,['はあはあ'],ああ
1152,えー今五段だったのが,['弓道うん'],へー
1153,えー今五段だったのが一つ位が,"['やっ', 'へえ', '五段', 'わーすごい', 'あっ']",わー
1154,えー今五段だったのが一つ位が上がって,"['えー', 'あー', 'うわ素晴らしい', 'まーすごいですねー']",えー
1155,えー今五段だったのが一つ位が上がって五段錬士と,"['凄い', 'えっ', 'すーえー']",凄い
1156,えー今五段だったのが一つ位が上がって五段錬士という,"['へー', 'へー', 'へえ']",凄い
1157,えー今五段だったのが一つ位が上がって五段錬士という位を,"['凄い', '錬士ですか', 'えー', 'あ', '練習ですか']",凄い
1158,えー今五段だったのが一つ位が上がって五段錬士という位を称号を,"['凄いですね', '五段錬士', 'おめでとうございます']",凄い
1159,えー今五段だったのが一つ位が上がって五段錬士という位を称号を頂きました,"['あ想像できないですけど', '素晴らしいですね', 'わー凄いですね', '今でもええ', 'へー凄いですね', '五段錬士']",凄いですね
1160,えー今五段だったのが一つ位が上がって五段錬士という位を称号を頂きましたそれで,"['へえ', 'おめでとうございます']",凄いですね
1161,えー今年まで四十年間,"['ええ四十年も', 'はい四十年間', 'はい40年間']",はい四十年も
1162,えー今後,['ええ'],うーん
1163,えー今後どういうことを自分自身して,['うーん'],うーん
1164,えー代々木から,['座れましたかうん'],はいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいええええええええええええええええええええええええええええええええ
1165,えー代々木からここまで座って来ることが,"['あ', '良かったです']",良かったですね
1166,えー代々木からここまで座って来ることができました,"['あ良かったですね', '楽ですよねーやっぱり座ると', 'あーそうなんで良かったですね', '良かったです', 'あーほんとですかはい', '凄い良かったですね', 'あっ']",良かったですね
1167,えー代々木上原の駅まで歩いて,"['ええええ歩いて', 'はい代々木上原', '歩いてはい']",はい代々木上原
1168,えー会を,"['あ', '将棋の会が', 'へー銀行で', 'へえ', 'はあ']",はー
1169,えー会社での,"['なるほど', 'あー']",へえ
1170,えー会社での決めだったんですけど,"['うーんはいはい', 'すごーいそーうなんですねー', 'あーはいはい', 'へえ', 'はー決まりだったんですね']",あーはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはい
1171,えー何人かいまして,"['やー', 'あっそうなんですねー', 'あ皆さんで', 'あはー']",あははははははははははははははははははははははははははははははははははははははははははははははははは
1172,えー何人かいましてあのー,"['ふーん', 'そうなんですか', 'そうなんですかうん']",あはー
1173,えー何線えー,"['うんうん', '何線でしたでしょうか']",何線んでしょうか
1174,えー作文にも書きましたけれどもあの母がえー106歳でまだ,"['うわ', 'えっ', 'おー']",凄いですね
1175,えー作文にも書きましたけれどもあの母がえー106歳でまだ生きています,"['あーそうなんですかーええ', 'あ', '百六歳ですか', '素晴らしい', '凄いですね', 'えー凄い', '百六歳', '凄い', 'おおおおあっはいはい', 'え百六歳', 'うわーそうですかー']",凄いですね
1176,えー健康にも,"['わあ', 'あそうですね']",健康に
1177,えー健康にもいいと,"['うん健康にもいいですし', 'そうです', 'そーですよねー']",健康に
1178,えー健康にもいいと思って,"['羨ましいです', 'あ', '健康にいいです', 'あーいいと思います']",健康いいですよね
1179,えー健康にもいいと思ってえー続けております,"['そうですねうーん', 'ゴルフはい', 'うーん']",そうですね
1180,えー先週の,"['うーん', 'ほっ']",うーん
1181,えー先週の土曜日だったんですけども,"['まあ', '土曜日にはい']",うーんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうん
1182,えー入りたかったんですが,"['うーんあーそうですか', 'あはいはい', 'あはい', '貿易会社ですか']",あそうなんですか
1183,えー初チャレンジと,"['あはははは初チャレンジと', 'ふふっチャレンジ', 'あー', '今度はんふふっはい', 'ああ凄いです', 'ああああああ', 'あー']",ああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ
1184,えー前年,['ああ'],ああ
1185,えー前年暴力事件を起こして,"['はあ', 'あははははは', 'ああ', 'あはは', 'あっはは', 'あ']",あははははははははははははははははははははははははははははははははははははははははははははははははは
1186,えー務めた先のんー,"['セーターとか', 'はいお勤め先の寮で']",はいはいはいはいはいはいはいはいはいはいはいはいはいお父様の
1187,えー千駄ヶ谷じゃない代々木と千駄ヶ谷の,['あっ'],あはい
1188,えー千駄ヶ谷じゃない代々木と千駄ヶ谷のあいだな,['あ間で'],あはい
1189,えー千駄ヶ谷じゃない代々木と千駄ヶ谷のあいだなもんですから,"['はーそうなんですね', 'あはい', 'あそうなんですね', 'あっはいえーえー']",あはい
1190,えー午後1時からだったんですけども,"['えはい', '一時からだったんですね']",ええええええええええええええええええええええええええええええええええええええええええええええええええ
1191,えー参加のね応募用紙だけ持ってきてくださいと,['あ'],あー
1192,えー参加のね応募用紙だけ持ってきてくださいということで,"['あー', 'あ']",あー
1193,えー古い家にはたびたびえー連れて帰った,['うーん'],うーん
1194,えー周りが暗くなりますので,"['あーそうですねー', 'そうですね危ないから', 'うんうんそうですね']",あそうなんですね
1195,えー地下がありまして,"['地下があったんですか', 'はー', '地下が']",はー
1196,えー地下鉄で来ました,"['ええあ来られたんですね', 'はいあはい', 'あそうでしたか', '地下鉄でいらしたんですね']",はいあそうなんですか
1197,えー外壁の,['そうなんですか'],そうなんですか
1198,えー外壁の修理そのほか,"['はあ', 'あっ', 'そうですね']",はあ
1199,えー大体,['そうなんですね'],そうなんですね
1200,えー大体そんなとこです,['うんはいわかりました'],はいわかりました
1201,えー大学を卒業して就職してから始めたんです,"['あそれから始めたんですね', 'うんわー', 'ええあー', 'はー', 'ええあそうでしたか', 'えーあっそうなんですね', 'ええあそうですかー', 'へえ']",あっそうなんですか
1202,えー大学生が学帽かぶった大学生がちょっと坊やそのミットとグローブ貸してってあーバット貸してって,"['笑', 'へえ']",へえ
1203,えー大学生が学帽かぶった大学生がちょっと坊やそのミットとグローブ貸してってあーバット貸してって言って,['へえ'],へえ
1204,えー大学生が学帽かぶった大学生がちょっと坊やそのミットとグローブ貸してってあーバット貸してって言ってなんと三時間ばかりその,['はっはは'],へえ
1205,えー大学生が学帽かぶった大学生がちょっと坊やそのミットとグローブ貸してってあーバット貸してって言ってなんと三時間ばかりその代わり早明戦早慶戦か早明戦観てきていいよなんて,"['あははっはっ', 'あっははっはは']",あっははははははははははははははははははははははははははははははははははははははははははははははははは
1206,えー大学生が学帽かぶった大学生がちょっと坊やそのミットとグローブ貸してってあーバット貸してって言ってなんと三時間ばかりその代わり早明戦早慶戦か早明戦観てきていいよなんていって,"['はー笑', 'えー', 'へえ', 'あっ']",あっははははははははははははははははははははははははははははははははははははははははははははははははは
1207,えー大江戸線はすごく,['へえ'],大江戸線大江戸線
1208,えー大江戸線はすごくすいてるので,"['あー', 'すいてるんですね', 'あーそうですかー']",ええええええええええええええええええええええええええええええええええええええええええええええええええ
1209,えー大江戸線はすごくすいてるので非常に,['そうでしたかええ'],ええええええええええええええええええええええええええええええええええええええええええええええええええ
1210,えー大連と,['どこですか'],あー
1211,えー大連という,"['あっ', '大連ですか', 'あ']",あー
1212,えー大連というところです,"['はーいあーそーなんですねー', 'へー', 'あーはいはい', '大連はい', '大連', '大連うんうんはい']",あーはいはい
1213,えー妻がはたちでした,"['はあ', 'はぁー', 'はっ若いですね', 'へー十歳', 'あはい', 'うんうーん', 'え十歳離れてるんですね', '奥様ずいぶん年下なんですね']",あはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっはっ
1214,えー妻とのおー出会ったときが,"['あ', 'わー', '奥様と']",あ
1215,えー妻とのおー出会ったときが一番,['はー'],あ
1216,えー妻とのおー出会ったときが一番嬉しかった,"['えー', 'あー']",あ
1217,えー妻とのおー出会ったときが一番嬉しかったことです,"['あ凄い素敵ですね', '凄い素敵ですねー', 'そうなんですね', '素敵ですねはい', 'あはいあ', 'へーそうなんですねー', 'あそうですか', '凄い', 'はー出会った時が一番嬉しかったんですね', 'あー凄いですねはい']",あそうなんですね
1218,えー妻の実家山形県新庄市に,"['わっあ', 'うーんあ', 'へーはい', 'うわっ', 'おお', 'ふっほんとに一大決心ですね']",へー
1219,えー妻の実家山形県新庄市に押しかけましてね,"['ご実家にですか', 'あっおー', 'はいあそうなんですか', 'そうなんですかはい', 'あーそーですかー', 'ええ', 'へー訪問されたんですね', 'はあ', 'へえ']",へー
1220,えー妻はあー今亡くなりましたけども,"['そーだったんですねー', 'ええ', 'はいあ大変残念ですね', 'あへえええええ', 'あそうですか', 'あそうですか', 'あーそうなんですか', 'あーそうですか', 'はいあーそうなんですか']",あそうなんですか
1221,えー妻はあー実家にえーそういった話を付き合ってる話をしたらしく,"['ほー', 'あー', 'へえ', 'ええ']",あー
1222,えー娘が今ヨーロッパへ娘夫婦がヨーロッパに,"['ヨーロッパに', 'あ']",あ
1223,えー娘が今ヨーロッパへ娘夫婦がヨーロッパに今,"['あ', 'へえ']",あ
1224,えー娘が今ヨーロッパへ娘夫婦がヨーロッパに今行っていますが,"['いいですね', 'はいあそうですか', 'ええそうですね', '行ってまはい', 'へえ']",あそうなんですか
1225,えー嬉しいことと,['そうですね'],そうですね嬉しいですよねー
1226,えー嬉しいことと思っております,"['嬉しいですね', 'あ本当にええそうですね', 'はい楽しみですよね', 'うんうんうんはいそうなんですね', 'はいそうですね', 'そうですねうーん', '楽しみですね']",嬉しいですよね
1227,えー嬉しかったことかと,"['へー', 'うーん', 'あっそうなんですね', '嬉しかったんですね', 'ああ', 'あー']",嬉しいですね
1228,えー嬉しかったことかと思います,"['ご長男さんが', 'そうですね', 'そうなんですねうんうん', 'そうですよね', 'あはい', 'そうですか', 'そうなんですねはい']",あそうですか
1229,えー子供と言われても何ともおーお答えしにくいんですが,['頃ははいどうでしょうか'],あははははは
1230,えー子供の頃はえー特にいーこれといった,['ええお子さんの頃は'],あはい
1231,えー子供の頃育ちましたので,"['あっそこで過ごされて', 'はいはー鹿沼', 'あああそうなんですか', 'うんああはい']",あそうなんですか
1232,えー学力を身に着け卒業し,['あーはい'],あーはい
1233,えー孫男性ですが,"['あ男の子で', 'はい男性なんですね']",はいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはい
1234,えー定員に漏れたらしかたないと思ったんですけども,['ああ定員ありますね'],ああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ
1235,えー将来えー学校の,"['はい将来', 'そうなんですねうんうん']",あー
1236,えー将来えー学校の先生に,"['あー', 'そうですね', 'あー学校の先生に']",あー
1237,えー将来えー学校の先生になりたいなと,"['そうか', 'はー', 'うーん', 'あーあっ']",あー
1238,えー将来えー学校の先生になりたいなという漠然のと,"['先生なんですね', '漠然とした', 'はー', 'へえ']",へえ
1239,えー将棋の,['あ楽しそうですね'],あはい
1240,えー将棋はえー強く,['はい強く'],あはい
1241,えー将棋を,['立ち上げる'],あ
1242,えー将棋をしてもよろしいという,['へえ'],へえ
1243,えー将棋を覚えまして,"['あはい', 'へえ', '将棋ですか', 'はーはい', 'はあ', 'あっへー', 'ああそうなんですか']",あはい
1244,えー将棋を覚えましてよく,"['将棋をされるんですか', '最近に', '将棋ですね']",へえ
1245,えー小さい時は,['ええはい遊びは'],そうですか
1246,えー小さい頃は学校の先生になりたい,"['あーはい', 'うーん', 'はあ', 'ええはーそうなんですねー']",あーそうなんですか
1247,えー小さかった頃小学生の頃,['小学生の頃は'],あー
1248,えー山形の蔵王スキーまー樹氷で有名なんですけどもね,"['あーそうですねはい', '樹氷で有名なんですね', 'えーえーえーそーですね', 'うーんそうですよね', 'うーん']",うーん
1249,えー川では,['んー'],んー
1250,えー川で魚を獲るとか,"['あ', 'はあ', 'ああやりました']",へえ
1251,えー師範の,"['え師範まで取ったんですか', 'ええあ師範も取られてるんですか', 'あー師範を']",あーそうなんですか
1252,えー弁天さんの,"['あそうなんですか', '前にいらっしゃった時は']",あそうなんですか
1253,えー弁護士と,['そーだったんですねー'],そーなんですねー
1254,えー弁護士やってましたから,"['ええあそうですか', 'はあ', 'あっそうなんですか', 'あーはいはい', 'あそうなんですか弁護士さんだったんですね', 'ああーそうですかうんうん']",あーそうなんですかー
1255,えー当時,['うーん'],うーん
1256,えー当時の,['大連'],うーん
1257,えー当時は大学の先生からも鉄鋼メーカーは,['鉄鋼メーカー'],あー
1258,えー当時は大学の先生からも鉄鋼メーカーは就職してもなかなか,['あっははは'],あー
1259,えー当時は大学の先生からも鉄鋼メーカーは就職してもなかなか難しいよと,"['うん難しそうです', 'はあ', 'へえ', 'ああ']",ああ
1260,えー彼女から,"['連絡が', 'えっあっ', 'どうだったんですかはい', 'お電話が']",あははははははははははははははははははははははははははははははははははははははははははははははははは
1261,えー彼女はあー実家が山形県の新庄市という所の,['あ'],あはい
1262,えー彼女はあー実家が山形県の新庄市という所の出身なので,"['ご実家がはい', 'あはいあ', 'あーあはい', 'あーはいえーえー']",あはい
1263,えー必ず仲良くは,['うーん'],うーん
1264,えー必ず仲良くはなることができる,"['そうですよねー', 'そうですね', 'うんできると思います', 'ええあそうですよね', 'あーそっかー', 'できますかね']",うーん
1265,えー意外と,['んー'],そうですよね
1266,えー意外とまーまーという字がねまともに,"['へえ', 'わー', 'へー']",へえ
1267,えー意外とまーまーという字がねまともに描けたんで,"['あーそうなんですか', 'は凄いですね', 'あー結構難しいですよねー', 'あーさすがですね', 'ええ凄いですね']",あーそうなんですかー
1268,えー感動しましたし,"['あっそうなんですね', 'はい嬉しいですね']",あそうなんですね
1269,えー感謝され褒められた,"['あへー', 'えー', 'わー']",わー
1270,えー感謝され褒められたことが,['あ'],わー
1271,えー感謝され褒められたことが嬉しかった,"['あー', 'そうなんですか', 'そーですねー']",あそうですか
1272,えー感謝され褒められたことが嬉しかったことですね,"['はー素晴らしいですね', 'そうですね', 'はあええ', 'あ', '良かったですね', '凄い', 'それは嬉しいですね', '凄いですね']",良かったですね
1273,えー感謝され褒められたことが嬉しかったことですね以上です,"['素晴らしいはい', 'いろんなすごーい素晴らしいお仕事色々なさってますねー', '良かったですね', 'はいあそうですかはい']",凄いですね
1274,えー我が家から,['そーなんですねー'],そーですねー
1275,えー我が家から国会議事堂がすぐ手にとるように,['えー'],えー
1276,えー我が家から国会議事堂がすぐ手にとるように見え,"['あっ', 'はーい', 'あーそうなんですか', 'そうなんですね', 'へえ', 'ええ']",あっ
1277,えー我が家があー渋谷区の元代々木町と,['あはい'],あはい
1278,えー我が家があー渋谷区の元代々木町というところにありますので,['あはい'],あはい
1279,えー我が家に,['凄い'],そーですねー
1280,えー新しい家を,"['あー', 'わーまた']",あー
1281,えー新宿のおー都営線に乗り換え,"['あーはい', 'はい都営線に', 'うんあはいうん', 'はい乗り換えられて']",新宿に
1282,えー新宿までが小田急線で三つめなので,"['はい三つ目なんですね', 'はい小田急線の三つ目', 'あはい']",はい新宿まで出て
1283,えー方向感覚は非常にいい方でございます,"['はいあーそうなんですか', 'そうですよねええええ', 'あ', 'あー凄いです', 'あはい', 'あそうなんですね', 'あっそーですかー']",あそうなんですか
1284,えー旅行を,"['旅行うーん', 'やー']",うーんいいですね
1285,えー旅行をすると,"['うーん', '旅行も']",いいですね
1286,えー旅行をするというような,"['あー', 'あー', 'はご旅行なんですね', 'あー']",いいですね
1287,えー旅行をするというようなこと,"['旅行ですね', 'いーですね仲良く', 'やー楽しい', 'うんうんいいですね', 'あーいいですねうーん', 'いいですいいです', 'いいですね']",いいですね
1288,えー明治神宮前原宿,"['あーはいはいはい', '原宿']",あー
1289,えー昭和49年,"['はい四十九年', 'うん興味あるなあはい']",はい四十年
1290,えー時間通りに,"['心配はいはい', 'あーそうですうーん心配ですねーうーん']",うーんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうん
1291,えー書道の,"['素敵ですね', '書道']",書道
1292,えー書道の学校にも行きまして,"['ええあ学校に行かれて', 'ああ学校行かれて', '学校にいらしたんですか', 'うーん']",あ書道
1293,えー最近ちょっとお友達が入院しましたので,"['あそうですか', 'あっそーなんですね', 'はー大変ですね', 'あらあらら', 'あーそうだったんですか', 'あああら']",あそうなんですか
1294,えー最近ちょっとお友達が入院しましたのでお陰様で彼女がもう何事もなく退院が,['あ'],あ
1295,えー最近ちょっとお友達が入院しましたのでお陰様で彼女がもう何事もなく退院ができた,"['あー', '良かったです', 'あー', 'あー']",あ
1296,えー最近ちょっとお友達が入院しましたのでお陰様で彼女がもう何事もなく退院ができたことが,"['あっ', '良かった']",あ
1297,えー最近ちょっとお友達が入院しましたのでお陰様で彼女がもう何事もなく退院ができたことが一番,"['あ', 'あ', 'あ']",あ
1298,えー最近ちょっとお友達が入院しましたのでお陰様で彼女がもう何事もなく退院ができたことが一番嬉しかったと,"['あ', 'それは嬉しいですね', '良かったです', 'あ', 'あーはい', 'それは良かったですねー']",良かったです
1299,えー最近ちょっとお友達が入院しましたのでお陰様で彼女がもう何事もなく退院ができたことが一番嬉しかったと思います,"['良かったですね', '良かったです', 'ああーそれははい何よりです', 'そうですね良かったですね', 'ほんとに']",良かったですね
1300,えー最近嬉しかったことですか,['はいなんでしょうか'],はい嬉しかったことですね
1301,えー月に一二回はゴルフ場に,"['あ凄いですね', 'あ']",へえ
1302,えー月に一二回はゴルフ場に行って,"['えっ', 'そうでしたかー', 'えっ', 'わー']",へえ
1303,えー月に一二回はゴルフ場に行ってしかも,"['凄い', 'そうなんですね', 'うわあ', '一二回もですか']",凄い
1304,えー月に一二回はゴルフ場に行ってしかもこれ,"['はい', 'そんなに']",凄い
1305,えー月に一二回はゴルフ場に行ってしかもこれ従来は車で,['わ凄いな'],凄い
1306,えー月に一二回はゴルフ場に行ってしかもこれ従来は車で行ったんですがそれもやめてですね,"['えーそうなんですか', 'えっ']",あ
1307,えー月に一二回はゴルフ場に行ってしかもこれ従来は車で行ったんですがそれもやめてですね自転車あの失礼電車で通う行くと,"['あそうです東京の方はそうですね', 'あ', '電車', '電車でですか', 'あ', 'あっ電車ですか']",電車で
1308,えー末期に近づいておりました,"['そうですよね', 'あーそう']",そうですよね
1309,えー末期に近づいておりましたもので,"['あーそういう時期なんですねー', 'そうですか', 'あーはい']",あー
1310,えー東新宿三つ目の,"['あ', '東新宿', 'はい東新宿ですか']",東新宿
1311,えー東新宿三つ目の東新宿まで,['東新宿'],東新宿
1312,えー東映のあのーチャンバラですね丹下左膳とかね,"['うんはあ', 'ははそっかー', 'チャンバラねうんうんうん', 'おーええええ', 'チャンバラなんですね', 'ええああはい', 'はーはいはい', 'あーはいはい']",はーはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはい
1313,えー椎間板閉塞症と,['腰痛が'],あそうなんですか
1314,えー椎間板閉塞症という,"['はーああ', 'あそうなんですか', 'へえ', 'ええへえ', 'あー', 'ああ', 'あはい', 'まー']",あそうなんですか
1315,えー椎間板閉塞症といううー名称の,"['あーはい', 'そうですよねーうちの父もそうです', '大変ですねはい']",あーそうですか
1316,えー楽しかったですね,"['いいですね', 'わーいいですねー', 'へえ', '楽しいですよね', 'そうなんですねええええ']",うーん
1317,えー楽しくスキーをエンジョイした,['わぁ'],うーん
1318,えー楽しくスキーをエンジョイしたことを今でも,['うーん'],うーん
1319,えー楽しくスキーをエンジョイしたことを今でもはっきりと覚えております,"['素敵ですねー', 'はいうーん', 'いいですねわーいいですね', 'あー羨ましいです', 'いいですね', 'あそうですか']",はいあそうですか
1320,えー樹氷に囲まれながら,['はー綺麗ですからね'],うーん
1321,えー歴史が残っております,['えーえーあっ'],へえ
1322,えー歴史が残っておりますことを,"['凄い歴史です', 'へえ']",へえ
1323,えー歴史が残っておりますことを知りまして,['そーですねー'],そーですねー
1324,えー歴史文化,"['はへえ', 'あー', 'ああはあはあはあええ']",ああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ
1325,えー歴史文化時事そういうことがわたくしの仕事の内容でした,"['へえ', 'へえ', 'あああ凄いうわ', 'へえ', 'あ凄いですね', 'はーはい', 'はーそうですかー', 'あそうですかええええ']",あそうなんですね
1326,えー母親が,"['ねーはい', 'そうなんですかうんうんええ']",そうなんですか
1327,えー母親がちょっと西洋かぶれしていたのかどーかわかりませんが,"['わはい', 'あーあは', 'いやそうかも遊びが壮大です', 'んふふふ', 'あそうなんですね', 'えっへへへっ']",あそうなんですね
1328,えー毎日にちにちが,['うーん'],うーん
1329,えー毎日にちにちが充実した,"['は充実されてらっしゃるんですね', 'ええほんとそう思います']",はーそうなんですね
1330,えー毎日にちにちが充実した楽しく,"['わ一番いいですよねー', '充実してますよね']",はーそうなんですね
1331,えー毎日毎日やるべきことをやって,"['うんそうですよね', 'うーん一番そうですよね', 'ええ一つ一つですね']",うーん
1332,えー気持ちを考えて一生懸命やってくれるんではないかなと,"['そうですね', 'ええええあーあー', 'あーはい', 'あははは応えてくれるといいですね']",あー
1333,えー気持ちを考えて一生懸命やってくれるんではないかなと思います,"['ええそうなんですね', 'いいですねー素晴らしいですねー', 'そうですね']",そうですよね
1334,えー注目をしてくれて,"['あはい', 'へえ', 'うーん']",あはい
1335,えー海では海水浴,"['あーみうん', '海水浴はい']",あーはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはい
1336,えー海も,"['はーあ', 'のどかですね']",あー
1337,えー海もありと,['ええ海が'],あーはいはい
1338,えー海もありとまーそんなような,['あー'],あー
1339,えー海もありとまーそんなような場所でしたので,"['あーそうですか', 'あーいいところですね', 'あーそうなんですねー', '素敵なところですね']",あーそうなんですね
1340,えー海外から,"['ああー', 'ほかの']",はあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあはあ
1341,えー海外からものを入れて売ると,"['あ', 'はあ', 'はあ', 'うんほかのものも']",はあ
1342,えー海外からものを入れて売るという,"['へえ', 'うーん']",はあ
1343,えー海外からものを入れて売るというふうにして,"['凄い', 'それで']",へえ
1344,えー海外からものを入れて売るというふうにして自分で仕事を,['はー'],うーん
1345,えー海外からものを入れて売るというふうにして自分で仕事を見つけて,"['はあ', 'はそうなんですね', 'うーん']",あー
1346,えー海外からものを入れて売るというふうにして自分で仕事を見つけてえーそういう,"['ああ', 'なるほど']",あー
1347,えー海外からものを入れて売るというふうにして自分で仕事を見つけてえーそういう仕事を,['ご自分で'],あー
1348,えー海外からものを入れて売るというふうにして自分で仕事を見つけてえーそういう仕事をしました,"['あーそーなんですねー', 'へえ', 'あ', 'へえ']",あーそうなんですね
1349,えー渡したいと,"['あったんですねうーん', 'なるほど', 'お写真をですね', 'はあ', 'あ連絡がきたんですね']",はあはあはあはあはあはあ
1350,えー満州,"['満州に', 'うーん', 'あっはい', 'ま満州', 'へえ']",あっ
1351,えー父親がですねあのー学校の先生をやっておりましたので,"['先生なんですね', 'あそうなんですね', 'あそうですか', 'そうですかーはい', 'あっへーそうなんですか', 'おお', 'え先生ですか', 'えー', '凄い']",そうですかー
1352,えー特に,"['そうですねはい', 'その方からうんうん', '特にですかはい']",そうですね
1353,えー特に私の父親あるいはあー兄弟等のおー生活を見てえー漠然とサラリーマンに,"['あははははは', 'へえ', 'うんあうーん', 'うーんうーん']",あははははははははははははははははははははははははははははははははははははははははははははははははは
1354,えー特に私の父親あるいはあー兄弟等のおー生活を見てえー漠然とサラリーマンにいーなるかなと,"['あー', 'あははそうなんです', 'あはー', 'あー', 'サラリーマンにですか', 'あはははっはー']",あははははははははははははははははははははははははははははははははははははははははははははははははは
1355,えー現在でも,"['二十五回うーん', '凄い五十回もへえ', 'そんなに行かれるんですねうーん', 'へっ毎週ですねええうん']",あはい
1356,えー現在でもおー年会,['凄い'],凄い
1357,えー現在でもおー年会25回前後は,"['ああ', 'おー凄いですねー', 'へえ', 'うーん', 'ええ', 'うーん凄い熱心にやっておられる', 'ああ', '凄い']",凄い
1358,えー生け花教室だとか,"['あーいろいろあるんですね', 'はー']",うーん
1359,えー生まれが東京で,"['はい東京', 'あ生まれが東京', 'うんあはい', '東京の']",あはい
1360,えー皆さんから非常に出来が良かったという,"['あー', 'わ']",うーん
